Training on 285 samples. Training 30000 steps.
2019-11-10 23:14:56 step:14620 loss:0.1620 l_f:0.1278 loss_0:0.1618 loss_1:0.1965 
2019-11-10 23:15:23 step:14640 loss:0.1665 l_f:0.1369 loss_0:0.1855 loss_1:0.1771 
2019-11-10 23:15:51 step:14660 loss:0.2051 l_f:0.1596 loss_0:0.1828 loss_1:0.2730 
2019-11-10 23:16:18 step:14680 loss:0.1031 l_f:0.0738 loss_0:0.0945 loss_1:0.1411 
2019-11-10 23:16:46 step:14700 loss:0.4747 l_f:0.4103 loss_0:0.4467 loss_1:0.5672 
2019-11-10 23:17:13 step:14720 loss:0.2329 l_f:0.1851 loss_0:0.2205 loss_1:0.2932 
2019-11-10 23:17:40 step:14740 loss:0.0883 l_f:0.0647 loss_0:0.0818 loss_1:0.1184 
2019-11-10 23:18:08 step:14760 loss:0.1134 l_f:0.0862 loss_0:0.0986 loss_1:0.1556 
2019-11-10 23:18:35 step:14780 loss:0.3396 l_f:0.2743 loss_0:0.2909 loss_1:0.4536 
2019-11-10 23:19:03 step:14800 loss:0.4147 l_f:0.4085 loss_0:0.4226 loss_1:0.4129 
2019-11-10 23:19:30 step:14820 loss:0.1584 l_f:0.1338 loss_0:0.1604 loss_1:0.1811 
2019-11-10 23:19:58 step:14840 loss:0.1619 l_f:0.1233 loss_0:0.1535 loss_1:0.2087 
2019-11-10 23:20:25 step:14860 loss:0.1525 l_f:0.1052 loss_0:0.1641 loss_1:0.1881 
2019-11-10 23:20:53 step:14880 loss:0.2092 l_f:0.1326 loss_0:0.1817 loss_1:0.3134 
2019-11-10 23:21:20 step:14900 loss:0.1184 l_f:0.0899 loss_0:0.1265 loss_1:0.1387 
2019-11-10 23:21:48 step:14920 loss:0.1111 l_f:0.0907 loss_0:0.1078 loss_1:0.1349 
2019-11-10 23:22:15 step:14940 loss:0.1132 l_f:0.0927 loss_0:0.1048 loss_1:0.1422 
2019-11-10 23:22:43 step:14960 loss:0.1322 l_f:0.0924 loss_0:0.1310 loss_1:0.1733 
2019-11-10 23:23:10 step:14980 loss:0.1280 l_f:0.0929 loss_0:0.1227 loss_1:0.1684 
2019-11-10 23:23:37 step:15000 loss:0.4101 l_f:0.3933 loss_0:0.4412 loss_1:0.3960 
2019-11-10 23:24:06 step:15020 loss:0.0638 l_f:0.0476 loss_0:0.0738 loss_1:0.0700 
2019-11-10 23:24:33 step:15040 loss:0.0848 l_f:0.0681 loss_0:0.0933 loss_1:0.0931 
2019-11-10 23:25:00 step:15060 loss:0.1072 l_f:0.0663 loss_0:0.0874 loss_1:0.1679 
2019-11-10 23:25:28 step:15080 loss:0.2775 l_f:0.2495 loss_0:0.2840 loss_1:0.2991 
2019-11-10 23:25:55 step:15100 loss:0.4183 l_f:0.4005 loss_0:0.4459 loss_1:0.4087 
2019-11-10 23:26:22 step:15120 loss:0.1466 l_f:0.1031 loss_0:0.1149 loss_1:0.2218 
2019-11-10 23:26:49 step:15140 loss:0.1324 l_f:0.1010 loss_0:0.1229 loss_1:0.1733 
2019-11-10 23:27:17 step:15160 loss:0.1125 l_f:0.0786 loss_0:0.1138 loss_1:0.1452 
2019-11-10 23:27:44 step:15180 loss:0.4025 l_f:0.3881 loss_0:0.4219 loss_1:0.3976 
2019-11-10 23:28:12 step:15200 loss:0.2072 l_f:0.1611 loss_0:0.2184 loss_1:0.2421 
2019-11-10 23:28:40 step:15220 loss:0.1680 l_f:0.1023 loss_0:0.1502 loss_1:0.2513 
2019-11-10 23:29:07 step:15240 loss:0.1615 l_f:0.1280 loss_0:0.1630 loss_1:0.1934 
2019-11-10 23:29:34 step:15260 loss:0.1919 l_f:0.1291 loss_0:0.1810 loss_1:0.2657 
2019-11-10 23:30:02 step:15280 loss:0.1298 l_f:0.0699 loss_0:0.1305 loss_1:0.1888 
2019-11-10 23:30:29 step:15300 loss:0.1310 l_f:0.0816 loss_0:0.1031 loss_1:0.2082 
2019-11-10 23:30:56 step:15320 loss:0.0998 l_f:0.0717 loss_0:0.1190 loss_1:0.1087 
2019-11-10 23:31:24 step:15340 loss:0.1738 l_f:0.1239 loss_0:0.1532 loss_1:0.2443 
2019-11-10 23:31:51 step:15360 loss:0.1087 l_f:0.0828 loss_0:0.1086 loss_1:0.1346 
2019-11-10 23:32:18 step:15380 loss:0.2718 l_f:0.2204 loss_0:0.2849 loss_1:0.3102 
2019-11-10 23:32:46 step:15400 loss:0.2177 l_f:0.1641 loss_0:0.1839 loss_1:0.3051 
2019-11-10 23:33:13 step:15420 loss:0.1848 l_f:0.1501 loss_0:0.1774 loss_1:0.2268 
2019-11-10 23:33:41 step:15440 loss:0.1415 l_f:0.1007 loss_0:0.1117 loss_1:0.2120 
2019-11-10 23:34:08 step:15460 loss:0.2225 l_f:0.1550 loss_0:0.1632 loss_1:0.3495 
2019-11-10 23:34:36 step:15480 loss:0.0821 l_f:0.0634 loss_0:0.0781 loss_1:0.1048 
2019-11-10 23:35:03 step:15500 loss:0.3962 l_f:0.3846 loss_0:0.4102 loss_1:0.3938 
2019-11-10 23:35:30 step:15520 loss:0.3948 l_f:0.3853 loss_0:0.4077 loss_1:0.3915 
2019-11-10 23:35:57 step:15540 loss:0.2794 l_f:0.2263 loss_0:0.2629 loss_1:0.3488 
2019-11-10 23:36:25 step:15560 loss:0.1211 l_f:0.0861 loss_0:0.1133 loss_1:0.1640 
2019-11-10 23:36:52 step:15580 loss:0.4066 l_f:0.3990 loss_0:0.4111 loss_1:0.4096 
2019-11-10 23:37:20 step:15600 loss:0.2176 l_f:0.1521 loss_0:0.1784 loss_1:0.3224 
2019-11-10 23:37:47 step:15620 loss:0.1076 l_f:0.0787 loss_0:0.1006 loss_1:0.1434 
2019-11-10 23:38:15 step:15640 loss:0.1056 l_f:0.0596 loss_0:0.0912 loss_1:0.1660 
2019-11-10 23:38:42 step:15660 loss:0.1183 l_f:0.0799 loss_0:0.1212 loss_1:0.1538 
2019-11-10 23:39:10 step:15680 loss:0.2223 l_f:0.2051 loss_0:0.2124 loss_1:0.2493 
2019-11-10 23:39:37 step:15700 loss:0.2470 l_f:0.2295 loss_0:0.2954 loss_1:0.2161 
2019-11-10 23:40:05 step:15720 loss:0.3054 l_f:0.1963 loss_0:0.2149 loss_1:0.5051 
2019-11-10 23:40:32 step:15740 loss:0.1768 l_f:0.1421 loss_0:0.1544 loss_1:0.2339 
2019-11-10 23:40:59 step:15760 loss:0.2418 l_f:0.1921 loss_0:0.2195 loss_1:0.3137 
2019-11-10 23:41:27 step:15780 loss:0.1500 l_f:0.1153 loss_0:0.1414 loss_1:0.1934 
2019-11-10 23:41:54 step:15800 loss:0.1152 l_f:0.0815 loss_0:0.0994 loss_1:0.1648 
2019-11-10 23:42:21 step:15820 loss:0.0935 l_f:0.0746 loss_0:0.0986 loss_1:0.1073 
2019-11-10 23:42:48 step:15840 loss:0.4082 l_f:0.4045 loss_0:0.4113 loss_1:0.4089 
2019-11-10 23:43:16 step:15860 loss:0.0895 l_f:0.0662 loss_0:0.0803 loss_1:0.1219 
2019-11-10 23:43:43 step:15880 loss:0.1041 l_f:0.0773 loss_0:0.0986 loss_1:0.1364 
2019-11-10 23:44:10 step:15900 loss:0.1442 l_f:0.0834 loss_0:0.1194 loss_1:0.2297 
2019-11-10 23:44:37 step:15920 loss:0.1246 l_f:0.0941 loss_0:0.1091 loss_1:0.1707 
2019-11-10 23:45:05 step:15940 loss:0.1157 l_f:0.0756 loss_0:0.1008 loss_1:0.1708 
2019-11-10 23:45:32 step:15960 loss:0.1094 l_f:0.0791 loss_0:0.0987 loss_1:0.1503 
2019-11-10 23:45:59 step:15980 loss:0.2997 l_f:0.1884 loss_0:0.2062 loss_1:0.5044 
2019-11-10 23:46:26 step:16000 loss:0.0864 l_f:0.0518 loss_0:0.0720 loss_1:0.1353 
2019-11-10 23:46:55 step:16020 loss:0.1575 l_f:0.1128 loss_0:0.1750 loss_1:0.1847 
2019-11-10 23:47:22 step:16040 loss:0.1139 l_f:0.0942 loss_0:0.1151 loss_1:0.1325 
2019-11-10 23:47:49 step:16060 loss:0.1589 l_f:0.0984 loss_0:0.1141 loss_1:0.2641 
2019-11-10 23:48:17 step:16080 loss:0.0848 l_f:0.0637 loss_0:0.0813 loss_1:0.1096 
2019-11-10 23:48:44 step:16100 loss:0.1045 l_f:0.0822 loss_0:0.1027 loss_1:0.1285 
2019-11-10 23:49:12 step:16120 loss:0.1471 l_f:0.1007 loss_0:0.1581 loss_1:0.1825 
2019-11-10 23:49:40 step:16140 loss:0.1483 l_f:0.1078 loss_0:0.1255 loss_1:0.2115 
2019-11-10 23:50:07 step:16160 loss:0.1456 l_f:0.1063 loss_0:0.1331 loss_1:0.1974 
2019-11-10 23:50:35 step:16180 loss:0.1442 l_f:0.1156 loss_0:0.1323 loss_1:0.1846 
2019-11-10 23:51:02 step:16200 loss:0.4157 l_f:0.4111 loss_0:0.4242 loss_1:0.4117 
2019-11-10 23:51:30 step:16220 loss:0.0957 l_f:0.0719 loss_0:0.0844 loss_1:0.1308 
2019-11-10 23:51:58 step:16240 loss:0.1005 l_f:0.0802 loss_0:0.0970 loss_1:0.1243 
2019-11-10 23:52:25 step:16260 loss:0.1171 l_f:0.0975 loss_0:0.1090 loss_1:0.1447 
2019-11-10 23:52:52 step:16280 loss:0.1200 l_f:0.0816 loss_0:0.1069 loss_1:0.1714 
2019-11-10 23:53:19 step:16300 loss:0.1934 l_f:0.1430 loss_0:0.1964 loss_1:0.2408 
2019-11-10 23:53:47 step:16320 loss:0.1743 l_f:0.1098 loss_0:0.1662 loss_1:0.2468 
2019-11-10 23:54:14 step:16340 loss:0.4615 l_f:0.4421 loss_0:0.4917 loss_1:0.4506 
2019-11-10 23:54:41 step:16360 loss:0.1952 l_f:0.1448 loss_0:0.1798 loss_1:0.2609 
2019-11-10 23:55:09 step:16380 loss:0.2965 l_f:0.2079 loss_0:0.2790 loss_1:0.4026 
2019-11-10 23:55:36 step:16400 loss:0.2185 l_f:0.1618 loss_0:0.1721 loss_1:0.3217 
2019-11-10 23:56:04 step:16420 loss:0.2542 l_f:0.1649 loss_0:0.1943 loss_1:0.4033 
2019-11-10 23:56:31 step:16440 loss:0.1461 l_f:0.0797 loss_0:0.0950 loss_1:0.2637 
2019-11-10 23:56:58 step:16460 loss:0.1454 l_f:0.1166 loss_0:0.1384 loss_1:0.1813 
2019-11-10 23:57:25 step:16480 loss:0.1013 l_f:0.0844 loss_0:0.0973 loss_1:0.1223 
2019-11-10 23:57:53 step:16500 loss:0.1302 l_f:0.0868 loss_0:0.1050 loss_1:0.1989 
2019-11-10 23:58:20 step:16520 loss:0.4214 l_f:0.4054 loss_0:0.4439 loss_1:0.4150 
2019-11-10 23:58:48 step:16540 loss:0.1571 l_f:0.1047 loss_0:0.1330 loss_1:0.2335 
2019-11-10 23:59:15 step:16560 loss:0.3451 l_f:0.3286 loss_0:0.3458 loss_1:0.3608 
2019-11-10 23:59:42 step:16580 loss:0.2158 l_f:0.1664 loss_0:0.1973 loss_1:0.2836 
2019-11-11 00:00:10 step:16600 loss:0.1750 l_f:0.1242 loss_0:0.1679 loss_1:0.2330 
2019-11-11 00:00:37 step:16620 loss:0.1638 l_f:0.1399 loss_0:0.1646 loss_1:0.1868 
2019-11-11 00:01:05 step:16640 loss:0.2060 l_f:0.1563 loss_0:0.1804 loss_1:0.2814 
2019-11-11 00:01:32 step:16660 loss:0.2430 l_f:0.1827 loss_0:0.2723 loss_1:0.2740 
2019-11-11 00:02:00 step:16680 loss:0.1857 l_f:0.1532 loss_0:0.1681 loss_1:0.2357 
2019-11-11 00:02:27 step:16700 loss:0.1176 l_f:0.0766 loss_0:0.0993 loss_1:0.1769 
2019-11-11 00:02:55 step:16720 loss:0.1232 l_f:0.0810 loss_0:0.0957 loss_1:0.1928 
2019-11-11 00:03:22 step:16740 loss:0.1184 l_f:0.0868 loss_0:0.1013 loss_1:0.1671 
2019-11-11 00:03:49 step:16760 loss:0.4197 l_f:0.4099 loss_0:0.4353 loss_1:0.4139 
2019-11-11 00:04:17 step:16780 loss:0.1797 l_f:0.1446 loss_0:0.1709 loss_1:0.2235 
2019-11-11 00:04:44 step:16800 loss:0.1758 l_f:0.1364 loss_0:0.1574 loss_1:0.2336 
2019-11-11 00:05:12 step:16820 loss:0.1143 l_f:0.0834 loss_0:0.1023 loss_1:0.1573 
2019-11-11 00:05:39 step:16840 loss:0.1352 l_f:0.0974 loss_0:0.1503 loss_1:0.1579 
2019-11-11 00:06:06 step:16860 loss:0.1279 l_f:0.0973 loss_0:0.1380 loss_1:0.1483 
2019-11-11 00:06:34 step:16880 loss:0.2161 l_f:0.1650 loss_0:0.1836 loss_1:0.2997 
2019-11-11 00:07:01 step:16900 loss:0.2416 l_f:0.1447 loss_0:0.2044 loss_1:0.3757 
2019-11-11 00:07:29 step:16920 loss:0.1358 l_f:0.1082 loss_0:0.1201 loss_1:0.1792 
2019-11-11 00:07:56 step:16940 loss:0.5111 l_f:0.4908 loss_0:0.5326 loss_1:0.5098 
2019-11-11 00:08:23 step:16960 loss:0.1836 l_f:0.1326 loss_0:0.1724 loss_1:0.2458 
2019-11-11 00:08:51 step:16980 loss:0.0995 l_f:0.0800 loss_0:0.0956 loss_1:0.1230 
2019-11-11 00:09:18 step:17000 loss:0.1599 l_f:0.1052 loss_0:0.1389 loss_1:0.2355 
2019-11-11 00:09:46 step:17020 loss:0.4032 l_f:0.3890 loss_0:0.4267 loss_1:0.3939 
2019-11-11 00:10:13 step:17040 loss:0.0981 l_f:0.0792 loss_0:0.0946 loss_1:0.1206 
2019-11-11 00:10:41 step:17060 loss:0.2572 l_f:0.1948 loss_0:0.2300 loss_1:0.3468 
2019-11-11 00:11:08 step:17080 loss:0.1871 l_f:0.1389 loss_0:0.1944 loss_1:0.2278 
2019-11-11 00:11:35 step:17100 loss:0.1773 l_f:0.1299 loss_0:0.1856 loss_1:0.2164 
2019-11-11 00:12:03 step:17120 loss:0.4786 l_f:0.4397 loss_0:0.4526 loss_1:0.5434 
2019-11-11 00:12:30 step:17140 loss:0.0963 l_f:0.0736 loss_0:0.0872 loss_1:0.1280 
2019-11-11 00:12:57 step:17160 loss:0.1915 l_f:0.1526 loss_0:0.1760 loss_1:0.2459 
2019-11-11 00:13:25 step:17180 loss:0.4851 l_f:0.4747 loss_0:0.4888 loss_1:0.4917 
2019-11-11 00:13:52 step:17200 loss:0.2564 l_f:0.1669 loss_0:0.2063 loss_1:0.3960 
2019-11-11 00:14:19 step:17220 loss:0.1948 l_f:0.1502 loss_0:0.1717 loss_1:0.2626 
2019-11-11 00:14:47 step:17240 loss:0.4200 l_f:0.4006 loss_0:0.4377 loss_1:0.4217 
2019-11-11 00:15:14 step:17260 loss:0.1256 l_f:0.0916 loss_0:0.1266 loss_1:0.1586 
2019-11-11 00:15:42 step:17280 loss:0.1172 l_f:0.0876 loss_0:0.1004 loss_1:0.1637 
2019-11-11 00:16:09 step:17300 loss:0.1205 l_f:0.0884 loss_0:0.1297 loss_1:0.1435 
2019-11-11 00:16:36 step:17320 loss:0.1240 l_f:0.0942 loss_0:0.1125 loss_1:0.1654 
2019-11-11 00:17:03 step:17340 loss:0.1187 l_f:0.0822 loss_0:0.1034 loss_1:0.1705 
2019-11-11 00:17:31 step:17360 loss:0.4466 l_f:0.4258 loss_0:0.4642 loss_1:0.4498 
2019-11-11 00:17:58 step:17380 loss:0.1667 l_f:0.1150 loss_0:0.1502 loss_1:0.2348 
2019-11-11 00:18:26 step:17400 loss:0.4587 l_f:0.4358 loss_0:0.4959 loss_1:0.4444 
2019-11-11 00:18:53 step:17420 loss:0.1742 l_f:0.1412 loss_0:0.1609 loss_1:0.2205 
2019-11-11 00:19:21 step:17440 loss:0.1992 l_f:0.1406 loss_0:0.1530 loss_1:0.3040 
2019-11-11 00:19:48 step:17460 loss:0.2112 l_f:0.1678 loss_0:0.1872 loss_1:0.2786 
2019-11-11 00:20:16 step:17480 loss:0.1848 l_f:0.1438 loss_0:0.1656 loss_1:0.2450 
2019-11-11 00:20:43 step:17500 loss:0.4760 l_f:0.4416 loss_0:0.4605 loss_1:0.5259 
2019-11-11 00:21:10 step:17520 loss:0.1032 l_f:0.0574 loss_0:0.0887 loss_1:0.1635 
2019-11-11 00:21:38 step:17540 loss:0.1810 l_f:0.1426 loss_0:0.1620 loss_1:0.2385 
2019-11-11 00:22:05 step:17560 loss:0.1624 l_f:0.1378 loss_0:0.1595 loss_1:0.1898 
2019-11-11 00:22:32 step:17580 loss:0.1044 l_f:0.0728 loss_0:0.0935 loss_1:0.1469 
2019-11-11 00:23:00 step:17600 loss:0.1044 l_f:0.0757 loss_0:0.0964 loss_1:0.1412 
2019-11-11 00:23:28 step:17620 loss:0.1060 l_f:0.0699 loss_0:0.0893 loss_1:0.1588 
2019-11-11 00:23:56 step:17640 loss:0.4041 l_f:0.4025 loss_0:0.4006 loss_1:0.4092 
2019-11-11 00:24:23 step:17660 loss:0.4590 l_f:0.4417 loss_0:0.4870 loss_1:0.4483 
2019-11-11 00:24:50 step:17680 loss:0.4199 l_f:0.4020 loss_0:0.4390 loss_1:0.4187 
2019-11-11 00:25:18 step:17700 loss:0.0592 l_f:0.0343 loss_0:0.0622 loss_1:0.0812 
2019-11-11 00:25:45 step:17720 loss:0.0882 l_f:0.0572 loss_0:0.0881 loss_1:0.1192 
2019-11-11 00:26:13 step:17740 loss:0.2095 l_f:0.1412 loss_0:0.1725 loss_1:0.3150 
2019-11-11 00:26:40 step:17760 loss:0.1451 l_f:0.0981 loss_0:0.1577 loss_1:0.1795 
2019-11-11 00:27:07 step:17780 loss:0.1841 l_f:0.1096 loss_0:0.1439 loss_1:0.2987 
2019-11-11 00:27:35 step:17800 loss:0.0862 l_f:0.0669 loss_0:0.0835 loss_1:0.1083 
2019-11-11 00:28:03 step:17820 loss:0.1308 l_f:0.0878 loss_0:0.1362 loss_1:0.1683 
2019-11-11 00:28:30 step:17840 loss:0.1255 l_f:0.0772 loss_0:0.1080 loss_1:0.1914 
2019-11-11 00:28:57 step:17860 loss:0.2726 l_f:0.2531 loss_0:0.2664 loss_1:0.2982 
2019-11-11 00:29:25 step:17880 loss:0.1542 l_f:0.1143 loss_0:0.1488 loss_1:0.1993 
2019-11-11 00:29:52 step:17900 loss:0.4513 l_f:0.4306 loss_0:0.4840 loss_1:0.4392 
2019-11-11 00:30:20 step:17920 loss:0.1754 l_f:0.1117 loss_0:0.1593 loss_1:0.2553 
2019-11-11 00:30:47 step:17940 loss:0.1461 l_f:0.1170 loss_0:0.1261 loss_1:0.1951 
2019-11-11 00:31:15 step:17960 loss:0.0833 l_f:0.0468 loss_0:0.0632 loss_1:0.1397 
2019-11-11 00:31:42 step:17980 loss:0.1893 l_f:0.1201 loss_0:0.1409 loss_1:0.3069 
2019-11-11 00:32:10 step:18000 loss:0.1565 l_f:0.1157 loss_0:0.1609 loss_1:0.1930 
2019-11-11 00:32:37 step:18020 loss:0.1725 l_f:0.1331 loss_0:0.1639 loss_1:0.2204 
2019-11-11 00:33:05 step:18040 loss:0.0812 l_f:0.0627 loss_0:0.0802 loss_1:0.1007 
2019-11-11 00:33:32 step:18060 loss:0.0977 l_f:0.0695 loss_0:0.1118 loss_1:0.1118 
2019-11-11 00:33:59 step:18080 loss:0.1432 l_f:0.1043 loss_0:0.1567 loss_1:0.1687 
2019-11-11 00:34:27 step:18100 loss:0.1944 l_f:0.1395 loss_0:0.1668 loss_1:0.2770 
2019-11-11 00:34:54 step:18120 loss:0.1036 l_f:0.0635 loss_0:0.1068 loss_1:0.1404 
2019-11-11 00:35:21 step:18140 loss:0.1249 l_f:0.0969 loss_0:0.1074 loss_1:0.1704 
2019-11-11 00:35:48 step:18160 loss:0.1595 l_f:0.1215 loss_0:0.1484 loss_1:0.2086 
2019-11-11 00:36:16 step:18180 loss:0.1550 l_f:0.1285 loss_0:0.1481 loss_1:0.1885 
2019-11-11 00:36:43 step:18200 loss:0.1950 l_f:0.1373 loss_0:0.1617 loss_1:0.2859 
2019-11-11 00:37:11 step:18220 loss:0.1182 l_f:0.0884 loss_0:0.0968 loss_1:0.1692 
2019-11-11 00:37:38 step:18240 loss:0.1379 l_f:0.1018 loss_0:0.1170 loss_1:0.1949 
2019-11-11 00:38:06 step:18260 loss:0.4642 l_f:0.4584 loss_0:0.4681 loss_1:0.4660 
2019-11-11 00:38:33 step:18280 loss:0.1537 l_f:0.1025 loss_0:0.1181 loss_1:0.2406 
2019-11-11 00:39:00 step:18300 loss:0.1499 l_f:0.0909 loss_0:0.1147 loss_1:0.2442 
2019-11-11 00:39:28 step:18320 loss:0.1438 l_f:0.1006 loss_0:0.1123 loss_1:0.2183 
2019-11-11 00:39:55 step:18340 loss:0.1324 l_f:0.0702 loss_0:0.1059 loss_1:0.2211 
2019-11-11 00:40:23 step:18360 loss:0.1747 l_f:0.1479 loss_0:0.1745 loss_1:0.2016 
2019-11-11 00:40:50 step:18380 loss:0.2349 l_f:0.1591 loss_0:0.2221 loss_1:0.3235 
2019-11-11 00:41:17 step:18400 loss:0.0874 l_f:0.0712 loss_0:0.0739 loss_1:0.1172 
2019-11-11 00:41:45 step:18420 loss:0.4079 l_f:0.3921 loss_0:0.3947 loss_1:0.4370 
2019-11-11 00:42:13 step:18440 loss:0.1174 l_f:0.0831 loss_0:0.1014 loss_1:0.1678 
2019-11-11 00:42:40 step:18460 loss:0.1337 l_f:0.0985 loss_0:0.1246 loss_1:0.1780 
2019-11-11 00:43:08 step:18480 loss:0.4796 l_f:0.4635 loss_0:0.5039 loss_1:0.4714 
2019-11-11 00:43:36 step:18500 loss:0.1031 l_f:0.0716 loss_0:0.0892 loss_1:0.1486 
2019-11-11 00:44:03 step:18520 loss:0.1958 l_f:0.1442 loss_0:0.1729 loss_1:0.2702 
2019-11-11 00:44:31 step:18540 loss:0.1524 l_f:0.0885 loss_0:0.1293 loss_1:0.2394 
2019-11-11 00:44:59 step:18560 loss:0.1596 l_f:0.1339 loss_0:0.1619 loss_1:0.1828 
2019-11-11 00:45:26 step:18580 loss:0.1235 l_f:0.0799 loss_0:0.0968 loss_1:0.1938 
2019-11-11 00:45:53 step:18600 loss:0.2304 l_f:0.1762 loss_0:0.1951 loss_1:0.3200 
2019-11-11 00:46:21 step:18620 loss:0.1035 l_f:0.0652 loss_0:0.0844 loss_1:0.1609 
2019-11-11 00:46:49 step:18640 loss:0.2272 l_f:0.1540 loss_0:0.2256 loss_1:0.3021 
2019-11-11 00:47:16 step:18660 loss:0.1568 l_f:0.1021 loss_0:0.1178 loss_1:0.2505 
2019-11-11 00:47:43 step:18680 loss:0.1061 l_f:0.0872 loss_0:0.1071 loss_1:0.1241 
2019-11-11 00:48:11 step:18700 loss:0.1460 l_f:0.0853 loss_0:0.1313 loss_1:0.2213 
2019-11-11 00:48:38 step:18720 loss:0.1031 l_f:0.0709 loss_0:0.1059 loss_1:0.1325 
2019-11-11 00:49:05 step:18740 loss:0.1319 l_f:0.0986 loss_0:0.1134 loss_1:0.1836 
2019-11-11 00:49:33 step:18760 loss:0.1638 l_f:0.1246 loss_0:0.1422 loss_1:0.2245 
2019-11-11 00:50:00 step:18780 loss:0.2224 l_f:0.1696 loss_0:0.1798 loss_1:0.3177 
2019-11-11 00:50:28 step:18800 loss:0.1456 l_f:0.0756 loss_0:0.0918 loss_1:0.2694 
2019-11-11 00:50:55 step:18820 loss:0.1268 l_f:0.0777 loss_0:0.1091 loss_1:0.1937 
2019-11-11 00:51:23 step:18840 loss:0.1812 l_f:0.1550 loss_0:0.1828 loss_1:0.2057 
2019-11-11 00:51:50 step:18860 loss:0.1049 l_f:0.0697 loss_0:0.0921 loss_1:0.1529 
2019-11-11 00:52:18 step:18880 loss:0.1674 l_f:0.1027 loss_0:0.1319 loss_1:0.2675 
2019-11-11 00:52:44 step:18900 loss:0.1772 l_f:0.1025 loss_0:0.1580 loss_1:0.2711 
2019-11-11 00:53:12 step:18920 loss:0.1508 l_f:0.0960 loss_0:0.1156 loss_1:0.2408 
2019-11-11 00:53:39 step:18940 loss:0.1437 l_f:0.0785 loss_0:0.0914 loss_1:0.2611 
2019-11-11 00:54:06 step:18960 loss:0.0808 l_f:0.0481 loss_0:0.0767 loss_1:0.1176 
2019-11-11 00:54:33 step:18980 loss:0.2589 l_f:0.2141 loss_0:0.2223 loss_1:0.3402 
2019-11-11 00:55:01 step:19000 loss:0.1383 l_f:0.0946 loss_0:0.1370 loss_1:0.1834 
2019-11-11 00:55:29 step:19020 loss:0.2350 l_f:0.1942 loss_0:0.2221 loss_1:0.2887 
2019-11-11 00:55:56 step:19040 loss:0.2589 l_f:0.2031 loss_0:0.2363 loss_1:0.3373 
2019-11-11 00:56:24 step:19060 loss:0.1699 l_f:0.1392 loss_0:0.1620 loss_1:0.2086 
2019-11-11 00:56:52 step:19080 loss:0.1318 l_f:0.1123 loss_0:0.1400 loss_1:0.1431 
2019-11-11 00:57:19 step:19100 loss:0.1294 l_f:0.0683 loss_0:0.1162 loss_1:0.2036 
2019-11-11 00:57:47 step:19120 loss:0.1031 l_f:0.0717 loss_0:0.0855 loss_1:0.1521 
2019-11-11 00:58:14 step:19140 loss:0.2492 l_f:0.1968 loss_0:0.2103 loss_1:0.3403 
2019-11-11 00:58:42 step:19160 loss:0.1184 l_f:0.0984 loss_0:0.1293 loss_1:0.1277 
2019-11-11 00:59:10 step:19180 loss:0.2461 l_f:0.1550 loss_0:0.1873 loss_1:0.3959 
2019-11-11 00:59:37 step:19200 loss:0.2366 l_f:0.1832 loss_0:0.2377 loss_1:0.2891 
2019-11-11 01:00:05 step:19220 loss:0.2632 l_f:0.2150 loss_0:0.2163 loss_1:0.3583 
2019-11-11 01:00:32 step:19240 loss:0.1077 l_f:0.0802 loss_0:0.0976 loss_1:0.1453 
2019-11-11 01:01:00 step:19260 loss:0.4118 l_f:0.3953 loss_0:0.4362 loss_1:0.4039 
2019-11-11 01:01:27 step:19280 loss:0.0874 l_f:0.0632 loss_0:0.0778 loss_1:0.1212 
2019-11-11 01:01:54 step:19300 loss:0.4757 l_f:0.4615 loss_0:0.4958 loss_1:0.4697 
2019-11-11 01:02:21 step:19320 loss:0.1125 l_f:0.0913 loss_0:0.1078 loss_1:0.1382 
2019-11-11 01:02:48 step:19340 loss:0.1400 l_f:0.0950 loss_0:0.1492 loss_1:0.1757 
2019-11-11 01:03:16 step:19360 loss:0.1513 l_f:0.0837 loss_0:0.1282 loss_1:0.2420 
2019-11-11 01:03:43 step:19380 loss:0.1199 l_f:0.0802 loss_0:0.0937 loss_1:0.1858 
2019-11-11 01:04:10 step:19400 loss:0.1376 l_f:0.0977 loss_0:0.1250 loss_1:0.1901 
2019-11-11 01:04:38 step:19420 loss:0.1298 l_f:0.0976 loss_0:0.1100 loss_1:0.1819 
2019-11-11 01:05:05 step:19440 loss:0.1813 l_f:0.1183 loss_0:0.1708 loss_1:0.2547 
2019-11-11 01:05:33 step:19460 loss:0.1506 l_f:0.1127 loss_0:0.1621 loss_1:0.1769 
2019-11-11 01:06:00 step:19480 loss:0.1973 l_f:0.1170 loss_0:0.1464 loss_1:0.3285 
2019-11-11 01:06:27 step:19500 loss:0.1652 l_f:0.1065 loss_0:0.1507 loss_1:0.2382 
2019-11-11 01:06:54 step:19520 loss:0.1211 l_f:0.0939 loss_0:0.1309 loss_1:0.1384 
2019-11-11 01:07:22 step:19540 loss:0.1067 l_f:0.0827 loss_0:0.0953 loss_1:0.1419 
2019-11-11 01:07:49 step:19560 loss:0.2230 l_f:0.1640 loss_0:0.2327 loss_1:0.2724 
2019-11-11 01:08:16 step:19580 loss:0.1751 l_f:0.1106 loss_0:0.1462 loss_1:0.2684 
